datetime,open,high,low,close,volume
2023-03-31,22.33,24.14,22.26,24.08,18487444.0
2023-04-07,24.12,24.4,23.585,24.4,11861119.0
2023-04-14,24.36,25.735,24.21,24.86,18647770.0
2023-04-21,24.77,24.78,23.685,24.0,20503414.0
2023-04-28,24.0,24.29,23.02,23.66,15063899.0
2023-05-05,23.66,23.755,21.97,22.67,28682823.0
2023-05-12,22.76,23.07,21.24,22.11,36298807.0
2023-05-19,22.19,22.33,20.4607,20.81,23613522.0
2023-05-26,20.85,21.17,19.52,19.88,18691428.0
2023-06-02,20.55,21.3,19.25,20.19,21803171.0
2023-06-09,20.2,21.0,19.835,20.09,50708695.0
2023-06-16,20.1,21.67,19.895,21.34,29684668.0
2023-06-23,21.36,21.37,19.88,20.4101,24885334.0
2023-06-30,20.48,21.01,19.99,20.73,20162379.0
2023-07-07,20.76,21.71,20.54,20.88,11740529.0
2023-07-14,21.1,21.94,20.83,21.6,14985857.0
2023-07-21,21.48,22.56,21.15,22.0,15781513.0
2023-07-28,22.58,22.6,21.24,21.58,23303002.0
2023-08-04,21.71,21.9,19.585,19.64,23215115.0
2023-08-11,20.0,20.18,19.19,19.46,20700641.0
2023-08-18,19.54,19.54,17.9,18.01,32941439.0
2023-08-25,18.16,18.5,17.651,17.7,21312291.0
2023-09-01,18.08,18.37,17.54,17.89,18203030.0
2023-09-08,17.84,17.9,16.885,17.27,27363822.0
2023-09-15,17.37,17.58,16.9828,17.24,31986314.0
2023-09-22,17.25,17.33,15.92,15.96,23355457.0
2023-09-29,15.97,16.39,14.85,15.07,34011411.0
2023-10-06,15.08,15.13,11.43,12.44,73533403.0
2023-10-13,12.33,13.42,12.32,13.16,48927896.0
2023-10-20,13.2,14.115,13.16,13.83,47697969.0
2023-10-27,13.76,15.01,13.55,14.75,45108498.0
2023-11-03,14.8,16.84,14.6736,16.5,48102410.0
2023-11-10,16.82,16.915,15.5,15.5,24516419.0
2023-11-17,15.75,17.265,15.51,17.04,23325469.0
2023-11-24,17.0,17.26,16.63,16.93,13907124.0
2023-12-01,17.0,18.14,16.68,18.14,23119628.0
2023-12-08,18.23,18.33,17.67,18.0,28276325.0
2023-12-15,18.22,20.24,17.86,19.35,33548225.0
2023-12-22,19.43,19.5,18.35,19.1,19959307.0
2023-12-29,19.02,19.5,19.01,19.25,9983137.0
2024-01-05,19.1,19.53,18.57,18.8,22751409.0
2024-01-12,18.7,19.24,17.765,18.1,17379217.0
2024-01-19,18.27,18.32,16.34,16.69,19848256.0
2024-01-26,16.87,17.42,16.48,17.15,27912300.0
2024-02-02,17.39,17.39,16.35,17.02,27016225.0
2024-02-09,16.95,16.95,15.9501,16.46,26031792.0
2024-02-16,16.59,17.0,15.695,16.77,27811745.0
2024-02-23,16.8,16.89,15.91,15.9202,18837588.0
2024-03-01,16.02,16.19,14.685,15.47,43398899.0
2024-03-08,15.5,17.18,15.34,16.2109,55902264.0
2024-03-15,16.2,16.67,14.86,15.08,45120098.0
2024-03-22,15.1284,16.3658,14.74,16.3658,65598710.0
2024-03-29,16.25,17.9997,16.17,17.97,42441981.0
2024-04-05,18.54,18.6475,17.6,18.15,33862130.0
2024-04-12,18.2,18.535,16.83,16.86,33321342.0
2024-04-19,16.96,17.205,15.73,16.4,37151416.0
2024-04-26,16.49,17.47,16.185,17.24,21545681.0
2024-05-03,17.5746,19.68,17.2448,18.67,39545280.0
2024-05-10,18.79,20.45,18.455,20.0,39086281.0
2024-05-17,19.94,22.38,19.86,21.46,39611534.0
2024-05-24,21.28,21.6,20.47,21.19,30169178.0
2024-05-31,21.21,22.21,20.7,21.8,25499079.0
2024-06-07,21.8,21.86,19.81,19.81,28294562.0
2024-06-14,19.81,20.63,19.2,19.34,24249033.0
2024-06-21,19.26,19.36,18.4,18.47,25888746.0
