Price,Open,High,Low,Close,Volume
Ticker,AES,AES,AES,AES,AES
Date,,,,,
2005-04-01,10.937407812928916,11.136269267431869,10.884378007439441,10.957294464111328,2408800
2005-04-04,10.997065115000332,11.043466030909425,10.751801505342092,10.970549583435059,1959400
2005-04-05,11.069981485659708,11.454447840377405,11.056723719969069,11.361644744873047,2858500
2005-04-06,11.348391013103608,11.42130621353694,11.235702505891624,11.275474548339844,1525000
2005-04-07,11.268843753622209,11.368274475052832,11.195927301218983,11.355016708374023,2054600
2005-04-08,11.335133779077307,11.388163592954198,11.222445266547602,11.2489595413208,1432400
2005-04-11,11.301985414300583,11.328500944158558,11.215812470922273,11.242326736450195,1726300
2005-04-12,11.235699882437792,11.58039294372311,11.129640284453057,11.507477760314941,1832100
2005-04-13,11.527363144730742,11.640051625630791,11.341759480422526,11.507477760314941,3158500
2005-04-14,11.527362801492393,11.560507215082053,11.229070665166065,11.268842697143555,2281100
2005-04-15,11.10312589713834,11.2290721568497,10.864491144912668,10.944036483764648,3419300
2005-04-18,10.8711202399845,10.990437618418389,10.665629901754075,10.957294464111328,2129200
2005-04-19,10.983806641985213,11.361644092150971,10.970548877056226,11.242326736450195,1853000
2005-04-20,11.195922477125501,11.282096659076846,11.003690000432693,11.056719779968262,2154600
2005-04-21,11.176040209921846,11.209183357230572,10.997064180062663,11.06998062133789,2889300
2005-04-22,11.01695123817949,11.17604062699236,10.990435707878973,10.997064590454102,2374400
2005-04-25,11.003692530740338,11.11638099620743,10.798202245828568,11.076607704162598,2608700
2005-04-26,10.970547899464133,11.248954616513606,10.970547899464133,11.023577690124512,1589600
2005-04-27,10.8711202399845,11.050096307635334,10.765060629005552,10.957294464111328,2035600
2005-04-28,10.970544532502606,11.069976465762933,10.572821224614724,10.62585163116455,3310700
2005-04-29,10.645739772581969,10.758428230472788,10.559566840938345,10.658997535705566,3095000
2005-05-02,10.725286155221477,10.884375535560151,10.60596880388497,10.665627479553223,3538000
2005-05-03,10.771689100521655,10.818090020507986,10.592713039719882,10.672258377075195,2294000
2005-05-04,10.665626417267365,10.784943756719983,10.473393277129782,10.658997535705566,3040000
2005-05-05,10.705400339004335,10.731915869949336,9.962982541000686,10.460137367248535,7906800
2005-05-06,10.546311592540825,10.70540099496859,10.499910674874,10.559569358825684,2663000
2005-05-09,10.559567490252737,10.75180001004588,10.49990881685798,10.738543510437012,3021500
2005-05-10,10.63248548514224,10.725287317648672,10.493281472052448,10.539682388305664,2127400
2005-05-11,10.552937485237933,10.552937485237933,10.022638995253958,10.141956329345703,6637100
2005-05-12,10.16184541389699,10.241390116624029,9.406169789742469,9.538744926452637,8472100
2005-05-13,9.611659874206586,9.611659874206586,8.96867279527069,9.386282920837402,5970600
2005-05-16,9.432680605488585,9.505597025533108,9.17416059162841,9.306735038757324,3734800
2005-05-17,9.280221322830869,9.373023763638544,9.220562656037712,9.339879989624023,3080400
2005-05-18,9.432683614347138,9.439312496859285,9.253708211674336,9.313366889953613,3129100
2005-05-19,9.319995772465763,9.379653818580008,9.247079329162187,9.313366889953613,1855100
2005-05-20,9.313367521868658,9.326624655627425,9.127763224090396,9.273594856262207,2280800
2005-05-23,8.61734910102643,9.160904765106078,8.604091337431823,9.09461784362793,6680500
2005-05-24,9.213937418615421,9.664691406275711,9.101248921700348,9.532116889953613,4869000
2005-05-25,9.55200059218465,9.750862634509344,9.545371709935324,9.644803047180176,2256100
2005-05-26,9.711090410766564,9.817150635039884,9.6779472623565,9.730977058410645,2360500
2005-05-27,9.750860938309478,9.810519603845533,9.67794514274591,9.697831153869629,1383900
2005-05-31,9.624919962624668,9.976242610643773,9.624919962624668,9.870182991027832,2196400
2005-06-01,9.870177771560407,10.108811789503767,9.77737533738889,9.803890228271484,1914800
2005-06-02,9.711088908026282,9.810520234365097,9.571885556883892,9.658059120178223,2110400
2005-06-03,9.67131824730415,9.784006720416544,9.48571396365757,9.545372009277344,2424800
2005-06-06,9.644806177687315,10.234762981735003,9.644806177687315,9.943099021911621,5267200
2005-06-07,9.969612652071131,10.095558278752115,9.870181927436938,9.903325080871582,2796000
2005-06-08,9.90332401840975,10.08892894499011,9.790636170924257,9.837037086486816,1325300
2005-06-09,9.850293893478524,9.850293893478524,9.697833386161125,9.757492065429688,1413100
2005-06-10,9.757492388880259,9.916581784093372,9.724348606836262,9.837037086486816,1064700
2005-06-13,9.843662626898281,9.989494206910441,9.77737508531832,9.962979316711426,1901000
2005-06-14,9.982869682536949,10.234760917311757,9.969611916409283,10.155216217041016,2355800
2005-06-15,10.12207160116976,10.261274332374105,10.10881383696078,10.221502304077148,2372000
2005-06-16,10.248016689993786,10.354076269724052,10.168472005196087,10.3076753616333,1635400
2005-06-17,10.460135789014107,10.519794460308905,10.30767530207403,10.499908447265625,2931000
2005-06-20,10.426990578719142,10.65899635025994,10.39384743892606,10.605966567993164,2654600
2005-06-21,10.592713900177733,10.678888128006871,10.426995592862072,10.466768264770508,1989300
2005-06-22,10.52642193460862,10.539679064143275,10.373960835888413,10.433619499206543,1833100
2005-06-23,10.440250831381361,10.672256658278066,10.433621948975164,10.506538391113281,2223600
2005-06-24,10.480022788347705,10.499908802062944,10.16184340807899,10.168472290039062,2068900
2005-06-27,10.161844200716814,10.632484741952911,10.161844200716814,10.57282543182373,1966000
2005-06-28,10.612598123778762,10.844603953797847,10.592711476292534,10.8114595413208,2840500
2005-06-29,10.804831930779084,10.963922600737071,10.705401210302998,10.871119499206543,2101000
2005-06-30,10.9374049309506,11.063351159925448,10.725285764885562,10.85785961151123,1912000
2005-07-01,10.844604084216359,11.050094386725059,10.692142313648544,10.997064590454102,1869100
2005-07-05,10.983805540837983,11.050093094507412,10.791573025959554,10.93740463256836,1891100
2005-07-06,10.963921279829298,11.01695107531632,10.53305340129098,10.57282543182373,2843300
2005-07-07,10.307676344082537,10.572825318680183,10.30104746167634,10.506538391113281,2041800
2005-07-08,10.546310128216717,10.81145909544784,10.49990921699252,10.665627479553223,1646000
2005-07-11,10.791573722530737,10.864488898376683,10.692141753443526,10.745171546936035,2969700
2005-07-12,10.731914411925992,10.83134511080102,10.658997976063668,10.725285530090332,1003200
2005-07-13,10.71202664600876,10.877744881577373,10.71202664600876,10.85123062133789,1335700
2005-07-14,10.93740567107432,10.997064348608403,10.599340253157871,10.804830551147461,2221100
2005-07-15,10.837971673758275,11.103120568804083,10.778313014331761,11.050090789794922,2222800
2005-07-18,10.997064590454102,11.04346550414993,10.897633880487316,10.997064590454102,1151100
2005-07-19,11.056724120975122,11.076609505902162,10.857861421393526,10.950664520263672,2343800
2005-07-20,10.85785932244228,10.997063311672656,10.771686387646279,10.977176666259766,930100
2005-07-21,10.804829807691375,10.884375127040164,10.499908822902592,10.778315544128418,2226000
2005-07-22,10.705398783752527,10.765057455381623,10.619225849360452,10.758428573608398,1808800
2005-07-25,10.698766780738026,10.771683194641053,10.546306337422198,10.62585163116455,1198900
2005-07-26,10.685515609871484,10.784946328347564,10.552940475683254,10.559569358825684,2124900
2005-07-27,10.639113103752576,10.658999752574017,10.453509438739713,10.539682388305664,1576900
2005-07-28,10.433620938275057,10.712027650715964,10.281160450691445,10.678884506225586,1881900
2005-07-29,10.65236832790311,10.705398114443524,10.559566517539848,10.639110565185547,1170500
2005-08-01,10.619225185439042,10.76505678234272,10.559566517539848,10.639110565185547,1311800
2005-08-02,10.692142078508645,10.864489228681544,10.678885577979996,10.804830551147461,1555700
2005-08-03,10.7385417919093,10.804828072335479,10.63910984261052,10.692139625549316,1153500
2005-08-04,10.718656532480024,10.745170795206343,10.639111215641229,10.678884506225586,1209300
2005-08-05,10.692141371330615,10.698770253321529,10.2082443649636,10.407106399536133,2480200
2005-08-08,10.44687965234015,10.552939241555377,10.035898428048636,10.08892822265625,2191000
2005-08-09,10.082299862891285,10.161844558925795,9.797264227977164,10.042527198791504,2423800
2005-08-10,10.108812172459574,10.599337988452794,10.108812172459574,10.254644393920898,2018100
2005-08-11,10.30104786570648,10.513167053704384,10.248018068707003,10.393850326538086,1448100
2005-08-12,10.340819653298007,10.340819653298007,10.10881383696078,10.221502304077148,1021800
2005-08-15,10.208244428958059,10.334190658915032,10.108813727130961,10.194987297058105,754300
2005-08-16,10.175101796934877,10.175101796934877,10.035898428048636,10.08892822265625,1264600
2005-08-17,10.075670459824682,10.161844034119582,9.923209958340253,10.108814239501953,1443800
2005-08-18,10.1154424955682,10.267902987612967,10.029268926608774,10.14858627319336,1352400
2005-08-19,10.175102866232514,10.27453358352967,10.075671516770273,10.155216217041016,1493200
2005-08-22,10.141957117492097,10.44687872551642,10.115442222540633,10.347447395324707,1643600
2005-08-23,10.420366923856253,10.56619857329703,10.380594253540039,10.380594253540039,1510600
2005-08-24,10.400477469156792,10.539680829493422,10.102184734768295,10.168472290039062,1718000
2005-08-25,10.214873753525634,10.360706003732865,10.188358856412048,10.32093334197998,807500
2005-08-26,10.274533592901085,10.473395659841865,10.274533592901085,10.314306259155273,1249500
2005-08-29,10.274536027279641,10.320936955432545,10.049159006825134,10.26790714263916,1418300
2005-08-30,10.175102043717487,10.393850109820571,10.1485871457706,10.360706329345703,1531400
2005-08-31,10.301045043035629,10.44687726090607,10.287787913500972,10.433619499206543,1702900
2005-09-01,10.433620954521752,10.51316563931945,10.26127382137759,10.3076753616333,2855800
2005-09-02,10.307675874940546,10.400477695743444,10.168472511571208,10.221502304077148,1766800
2005-09-06,10.175101168860492,10.307675647196154,10.108813613610172,10.14858627319336,1684300
2005-09-07,10.115443576208312,10.426993475538975,10.075670912376182,10.393850326538086,3527300
2005-09-08,10.19498691718989,10.307675378883122,9.916580203849552,9.936466217041016,4550600
2005-09-09,10.002750410641836,10.26789927134772,9.969606645012414,10.214869499206543,4739000
2005-09-12,10.055781952682853,10.307673730770828,10.04252419123171,10.208242416381836,2701800
2005-09-13,10.17510084272729,10.287789303741947,10.122071053092741,10.12869930267334,1613400
2005-09-14,10.161844034119582,10.214873828737211,10.002754650266697,10.108814239501953,2271900
2005-09-15,10.141953720553612,10.261270391788884,10.141953720553612,10.214869499206543,920600
2005-09-16,10.188355818459303,10.214870707666709,10.016008722528753,10.075667381286621,4473900
2005-09-19,10.055781969402641,10.09555398949248,9.949722406276594,9.976237297058105,2311800
2005-09-20,9.99612592804811,10.049155723515339,9.70446205297835,9.724348068237305,3679500
2005-09-21,9.810524296952565,9.989499747013168,9.80389541268527,9.870182991027832,4879400
2005-09-22,9.810523239790372,9.969612652071131,9.7044636316032,9.903325080871582,2840800
2005-09-23,9.876808053193622,9.883436935319972,9.797263364172405,9.83040714263916,2255000
2005-09-26,9.923207364899854,10.400475391724024,9.896692474520734,10.122069358825684,2914000
2005-09-27,10.16847388677862,10.307677268974139,10.082300304260912,10.28779125213623,1760400
2005-09-28,10.473395774469372,10.60597027649251,10.400479324232828,10.559569358825684,2826000
2005-09-29,10.506540083221017,10.804832253560392,10.45351027976089,10.672258377075195,2721700
2005-09-30,10.70539777584341,10.944032439892437,10.692140013545174,10.891002655029297,2904700
2005-10-03,10.804832448359008,11.275473068841709,10.771689294722737,11.162784576416016,3420300
2005-10-04,11.328498949208223,11.434558521302908,11.24232475667515,11.335127830505371,5376800
2005-10-05,11.301984628976662,11.401416594704932,11.023577906463427,11.036835670471191,4153900
2005-10-06,11.036834236003665,11.129637307666352,10.665625742342316,10.85123062133789,3634500
2005-10-07,10.851229542309143,11.215809118574967,10.831342900859676,11.056719779968262,2467400
2005-10-10,11.056723574232102,11.056723574232102,10.725287022315458,10.798203468322754,1716600
2005-10-11,10.811457959914804,10.937404180245144,10.738542791790818,10.831344604492188,2205100
2005-10-12,10.818085547406763,10.957289514137441,10.672253964272945,10.771684646606445,2812800
2005-10-13,10.672255006722448,10.7517990546271,10.287788736970377,10.387219429016113,2322700
2005-10-14,10.526425254589777,10.652370869633536,10.354078091127729,10.539682388305664,1794300
2005-10-17,10.506540936678942,10.586085648330638,10.407109572990441,10.466768264770508,1937000
2005-10-18,10.466765021198949,10.506537680782136,10.141957391235332,10.14858627319336,2884200
2005-10-19,10.141956785019124,10.712027323870077,10.009382314607848,10.658997535705566,4944200
2005-10-20,10.625855264939654,10.685513939565796,10.175101396355466,10.241388320922852,3361600
2005-10-21,10.241387475862615,10.393848590900875,10.12207076862065,10.248016357421875,1840900
2005-10-24,10.301045371964324,10.513164508611089,10.248015587802634,10.473392486572266,2348800
2005-10-25,10.473390598047764,10.771683238211434,10.453504590614127,10.513162612915039,3107100
2005-10-26,10.513168772186162,10.672258821354484,10.33419333609888,10.340822219848633,1881700
2005-10-27,10.340821150022206,10.440251867321138,10.082300400013873,10.135330200195312,1517600
2005-10-28,10.161841127423019,10.340817107186927,10.088925338721891,10.281158447265625,2605300
2005-10-31,10.340819295238957,10.625854894212539,10.320932649614075,10.533052444458008,2371200
2005-11-01,10.539681953228525,10.57945461706452,10.354077663712317,10.413736343383789,2472200
2005-11-02,10.387220566435088,10.407106580588804,10.088927825469373,10.241388320922852,2597600
2005-11-03,9.704461302620407,10.42699236803589,9.704461302620407,10.188358306884766,2467600
2005-11-04,10.354078930704418,10.373964948973274,10.135330833251622,10.274534225463867,1958100
2005-11-07,10.354077084982167,10.367334849574819,9.943095865085118,10.08229923248291,1975100
2005-11-08,9.97624153562411,10.035900223270678,9.817152123343353,9.903325080871582,1687800
2005-11-09,9.936464062762116,10.194984706862323,9.936464062762116,10.095553398132324,1388800
2005-11-10,10.161845734998472,10.287791992419853,9.97624142277052,10.274534225463867,2448100
2005-11-11,10.274532430072457,10.373963136207152,10.261274665433158,10.32093334197998,1787200
2005-11-14,10.307677366867535,10.58608413390264,10.04252773379525,10.135330200195312,2322700
2005-11-15,10.155216217041016,10.327563383710165,10.055785499743859,10.155216217041016,1574600
2005-11-16,10.16184139251709,10.267900954181831,10.115440492329979,10.16184139251709,1200400
2005-11-17,10.20824593107048,10.546311378491891,10.175102780361188,10.5264253616333,2648000
2005-11-18,10.533050775417564,10.705397251702152,10.387218558101495,10.605966567993164,2350400
2005-11-21,10.48002433833656,10.59271218749936,10.426993906977794,10.539682388305664,1576500
2005-11-22,10.486649385191537,10.559565810928975,10.287788015054586,10.42036247253418,1720700
2005-11-23,10.407107569688636,10.519796047544686,10.281161958525136,10.460137367248535,1442300
2005-11-25,10.513166947349804,10.513166947349804,10.334191542328405,10.426993370056152,412500
2005-11-28,10.493277817710553,10.499906698342489,10.340817356165143,10.373960494995117,2387600
2005-11-29,10.493278497591678,10.56619429277278,10.420362702410575,10.473392486572266,1386900
2005-11-30,10.453507423400879,10.552938119678478,10.413734765590869,10.453507423400879,1896100
2005-12-01,10.526423562583048,10.55293845791792,10.440249994703477,10.533052444458008,1810800
2005-12-02,10.473393273117164,10.539680192214936,10.214872581790518,10.248016357421875,2270600
2005-12-05,10.221500369333079,10.460134390440727,10.175099467714476,10.433619499206543,2440900
2005-12-06,10.47339417521462,10.566195996377722,10.433621514598295,10.440250396728516,1999000
2005-12-07,10.466766249984786,10.605969626620785,10.387221553644936,10.460137367248535,2039000
2005-12-08,10.43361994099735,10.533051261459411,10.34744638279619,10.480021476745605,1189600
2005-12-09,10.539679145204719,10.738541779237867,10.380589796576052,10.65236759185791,1706200
2005-12-12,10.63910984261052,10.7385417919093,10.5860806918366,10.692139625549316,1315700
2005-12-13,10.652370048262606,10.837974963294199,10.572825355605506,10.804830551147461,1948800
2005-12-14,10.844601070338216,10.937402871938852,10.63248194420549,10.771684646606445,2664100
2005-12-15,10.712026132526717,10.725283894175845,10.519793013768435,10.605966567993164,2043000
2005-12-16,10.658997875669877,10.82471612701072,10.658997875669877,10.758428573608398,2778100
2005-12-19,10.71202772336602,10.74517086808118,10.387220100703738,10.546309471130371,2656200
2005-12-20,10.533052963841065,10.645740800447156,10.45350827391412,10.486651420593262,1915700
2005-12-21,10.566194801131426,10.62585410138976,10.314303630326902,10.387219429016113,1963600
2005-12-22,10.453506584388702,10.480021476745605,10.327560371569737,10.480021476745605,1628500
2005-12-23,10.539677857574581,10.632480914517556,10.480019833250898,10.592707633972168,1227800
2005-12-27,10.685517531887381,10.705402920561296,10.51316970000927,10.599343299865723,1269500
2005-12-28,10.56619238751459,10.599336154680504,10.373959296550023,10.513162612915039,1649500
2005-12-29,10.453509545041754,10.55294026149978,10.400479113143719,10.5264253616333,864600
2005-12-30,10.42036270819638,10.513164514448421,10.320931388714333,10.493278503417969,1550200
2006-01-03,10.552938608283325,10.771686655954118,10.360705456325205,10.738543510437012,2026600
2006-01-04,10.837973066992406,11.235697092853837,10.811457541914393,11.195923805236816,4593200
2006-01-05,11.156151322797667,11.22243886843469,11.02357623152362,11.089863777160645,1846700
2006-01-06,11.195926251576406,11.315243611838977,11.089866656749699,11.268842697143555,2026700
2006-01-09,11.26884148938939,11.308613517104256,11.069980086485092,11.076607704162598,2198000
2006-01-10,10.977177098691394,11.109752211340098,10.871117514304423,11.003692626953125,3072900
2006-01-11,11.050094913800743,11.103124712601156,10.88437663450819,10.970549583435059,1973200
2006-01-12,10.9705491464776,11.030207825793122,10.67225701423007,10.82471752166748,2878000
2006-01-13,10.87774912371197,11.043467423907863,10.824719318222495,10.957294464111328,2136200
2006-01-17,10.804829195115346,10.930775416806302,10.771686051458198,10.877745628356934,1885400
2006-01-18,10.864489998753719,11.215813206430559,10.824717965688649,11.109753608703613,2988500
2006-01-19,11.268842025794084,11.79251235034175,11.222441113863031,11.719595909118652,5466600
2006-01-20,12.515043381915698,12.515043381915698,11.593650191473404,11.69308090209961,4270900
2006-01-23,11.666564205602256,11.765994895515295,11.514103730113609,11.679821968078613,3246800
2006-01-24,11.693081749274526,11.779255965236034,11.587022148345111,11.64668083190918,1977500
2006-01-25,11.626792050974279,11.626792050974279,11.13626495953674,11.282097816467285,3592000
2006-01-26,11.33512918092142,11.394787855373373,10.9771771342097,11.182668685913086,4126800
2006-01-27,11.15615516537772,11.355016606454031,11.15615516537772,11.229071617126465,2236900
2006-01-30,11.229070665166065,11.341759142710705,11.195926251576406,11.268842697143555,2052100
2006-01-31,11.268839320213822,11.408042022585255,11.215809538691886,11.295354843139648,2401600
2006-02-01,11.348385494634366,11.427929540850291,11.229068160980656,11.368270874023438,2169600
2006-02-02,11.348385593099664,11.37489985395842,11.235697139707833,11.335127830505371,3055100
2006-02-03,11.335132998606813,11.553881123828594,11.268845419742249,11.480964660644531,4332300
2006-02-06,11.447816522540863,11.507475191129009,11.341756948235238,11.427929878234863,1639300
2006-02-07,11.421302900262505,11.613536700935105,11.3682731042718,11.38815975189209,2355100
2006-02-08,11.480966477376912,11.480966477376912,11.301990365420775,11.434565544128418,2207800
2006-02-09,11.41467582267859,11.45444912420836,11.268844176726903,11.381532669067383,2558200
2006-02-10,11.308616213926404,11.401419319832266,11.109754763598625,11.381532669067383,3230700
2006-02-13,11.355013823077385,11.381529349697436,11.136265785781566,11.235697746276855,1345600
2006-02-14,11.26883949508838,11.275468375922708,11.056720365708887,11.20918083190918,3624900
2006-02-15,11.195927725048916,11.381532672587781,11.182671222198492,11.341760635375977,2065100
2006-02-16,11.308611236968707,11.606904545510758,11.268839217273003,11.580389022827148,2706200
2006-02-17,11.527363673931193,11.752740646077937,11.480962755723956,11.739482879638672,2394700
2006-02-21,11.726224019596257,11.81902583734995,11.580391146749093,11.593648910522461,1333800
2006-02-22,11.633421782457853,11.66656619429858,11.43456036873363,11.547248840332031,1234800
2006-02-23,11.520737858387465,11.600283213873748,11.48096581280959,11.533995628356934,1102000
2006-02-24,11.507480069026899,11.67982726641214,11.461079143640562,11.653311729431152,1470500
2006-02-27,11.699710952839675,11.77262740459971,11.51410727829443,11.706339836120605,2362500
2006-02-28,11.606905893522779,11.640049036396784,11.414672124729945,11.46770191192627,2616700
2006-03-01,11.447818350009038,11.640050885001257,11.282100080660895,11.600278854370117,1765600
2006-03-02,11.434561191841444,11.527363023015678,11.295358445080096,11.361644744873047,1770100
2006-03-03,11.361641500889975,11.553875255527183,11.32849836045655,11.474329948425293,1420000
2006-03-06,11.527365836285815,11.533994720748925,11.129642883142749,11.275474548339844,1391400
2006-03-07,11.215813951237196,11.421304277437846,11.215813951237196,11.355016708374023,1563700
2006-03-08,11.37489985395842,11.434558521302908,11.169409591066197,11.335127830505371,1539500
2006-03-09,11.341758430011037,11.533990959431044,11.262213106724468,11.461075782775879,1722100
2006-03-10,11.427930615288238,11.467702642135512,11.268841243569206,11.4146728515625,1460700
2006-03-13,11.427933270645644,11.454448804258181,11.268843861961114,11.321873664855957,1384400
2006-03-14,11.282101310292568,11.348388878122492,11.202555976030618,11.262214660644531,1681100
2006-03-15,11.229066833951828,11.527358868504722,11.222437953495586,11.44118595123291,2267400
2006-03-16,11.507480069026899,11.666569497921646,11.474335647800665,11.653311729431152,1948300
2006-03-17,11.706339515473246,11.706339515473246,11.547250114079123,11.64668083190918,3484400
2006-03-20,11.67982479979779,11.67982479979779,11.32187271213125,11.361644744873047,2024200
2006-03-21,11.341760104224429,11.441190824762586,11.182670698497338,11.229071617126465,2004000
2006-03-22,10.944036774493044,11.33513206688334,10.944036774493044,11.301987648010254,1601600
2006-03-23,11.242324529488153,11.335127601442991,11.169409365352685,11.282097816467285,1034400
2006-03-24,11.282097353994963,11.341756017688349,11.149522264825274,11.176037788391113,852900
2006-03-27,11.142897292682141,11.222442626953125,11.036837689874297,11.222442626953125,1348000
2006-03-28,11.222441130048969,11.268842042046947,11.043465100059604,11.149524688720703,1402000
2006-03-29,11.129639527543963,11.388159622008946,11.076608467828017,11.242326736450195,1034100
2006-03-30,11.176044453066234,11.368277056234735,11.176044453066234,11.215816497802734,1272400
2006-03-31,11.182668809112302,11.341758187960203,11.11638125184318,11.308613777160645,1946000
2006-04-03,11.335126438612415,11.34175531909557,11.003690000432693,11.056719779968262,2031500
2006-04-04,11.169413032191587,11.533992765547277,11.142897498833971,11.355016708374023,3806800
2006-04-05,11.40141782284199,11.494219652232834,11.189297368858474,11.268842697143555,2232000
2006-04-06,11.235701031612132,11.282101952435017,11.036838316803705,11.162784576416016,1621500
2006-04-07,11.103121794481854,11.156151579344993,10.70539777584341,10.891002655029297,2936200
2006-04-10,11.341758593010125,11.341758593010125,11.00369317676121,11.156153678894043,2932500
2006-04-11,11.222441652642559,11.248955918877506,10.963921551283923,11.043465614318848,2946500
2006-04-12,10.99043686950993,11.003694636061462,10.771688778730457,10.871119499206543,2173400
2006-04-13,10.837974054978156,11.023577690124512,10.824716291230576,11.023577690124512,1892800
