Сделка 668: Открыта 2022-01-26, Закрыта 2022-01-28, PnL=-428.05, Return=-2182.54%
Сделка 669: Открыта 2022-01-28, Закрыта 2022-02-03, PnL=18.48, Return=96.42%
Сделка 670: Открыта 2022-02-03, Закрыта 2022-02-11, PnL=-74.10, Return=-388.80%
Сделка 671: Открыта 2022-02-11, Закрыта 2022-02-17, PnL=-183.98, Return=-969.00%
Сделка 672: Открыта 2022-02-17, Закрыта 2022-02-22, PnL=-171.11, Return=-906.23%
Сделка 673: Открыта 2022-02-22, Закрыта 2022-02-24, PnL=-856.53, Return=-4627.11%
Сделка 674: Открыта 2022-02-24, Закрыта 2022-03-01, PnL=-182.66, Return=-991.00%
Сделка 675: Открыта 2022-03-01, Закрыта 2022-03-11, PnL=1824.80, Return=10020.00%
Сделка 676: Открыта 2022-03-11, Закрыта 2022-03-15, PnL=-257.29, Return=-1315.40%
Сделка 677: Открыта 2022-03-16, Закрыта 2022-03-29, PnL=1990.23, Return=9999.56%
Сделка 678: Открыта 2022-03-16, Закрыта 2022-04-26, PnL=-486.04, Return=-2469.34%
Сделка 679: Открыта 2022-03-16, Закрыта 2022-04-27, PnL=313.04, Return=1633.56%
Сделка 680: Открыта 2022-04-27, Закрыта 2022-04-29, PnL=-185.72, Return=-999.00%
Сделка 681: Открыта 2022-04-29, Закрыта 2022-05-06, PnL=-185.62, Return=-1024.00%
Сделка 682: Открыта 2022-05-09, Закрыта 2022-05-12, PnL=-185.38, Return=-1041.00%
Сделка 683: Открыта 2022-05-13, Закрыта 2022-05-27, PnL=1889.03, Return=10534.56%
Сделка 684: Открыта 2022-05-27, Закрыта 2022-06-01, PnL=-166.72, Return=-843.68%
Сделка 685: Открыта 2022-06-01, Закрыта 2022-06-09, PnL=-186.85, Return=-962.00%
Сделка 686: Открыта 2022-06-09, Закрыта 2022-06-14, PnL=-1016.84, Return=-5660.42%
Сделка 687: Открыта 2022-06-15, Закрыта 2022-06-24, PnL=1839.26, Return=10931.14%
Сделка 688: Открыта 2022-06-24, Закрыта 2022-06-28, PnL=-99.85, Return=-527.60%
Сделка 689: Открыта 2022-06-28, Закрыта 2022-06-30, PnL=-901.84, Return=-4814.80%
Сделка 690: Открыта 2022-06-30, Закрыта 2022-07-05, PnL=-186.32, Return=-999.00%
Сделка 691: Открыта 2022-07-08, Закрыта 2022-07-13, PnL=-543.07, Return=-2885.94%
Сделка 692: Открыта 2022-07-13, Закрыта 2022-07-15, PnL=-195.30, Return=-1072.15%
Сделка 693: Открыта 2022-07-15, Закрыта 2022-07-20, PnL=-185.35, Return=-1026.00%
Сделка 694: Открыта 2022-07-20, Закрыта 2022-07-22, PnL=-157.36, Return=-888.56%
Сделка 695: Открыта 2022-07-22, Закрыта 2022-07-28, PnL=2343.56, Return=13380.67%
Сделка 696: Открыта 2022-07-28, Закрыта 2022-08-05, PnL=1891.62, Return=9573.71%
Сделка 697: Открыта 2022-08-08, Закрыта 2022-08-25, PnL=1890.81, Return=8860.00%
Сделка 698: Открыта 2022-08-26, Закрыта 2022-08-30, PnL=2.76, Return=12.15%
Сделка 699: Открыта 2022-08-30, Закрыта 2022-09-01, PnL=-195.26, Return=-858.48%
Сделка 700: Открыта 2022-09-06, Закрыта 2022-09-19, PnL=-226.99, Return=-974.61%
Сделка 701: Открыта 2022-09-23, Закрыта 2022-09-27, PnL=-635.11, Return=-2942.71%
Сделка 702: Открыта 2022-09-27, Закрыта 2022-10-04, PnL=1898.89, Return=9550.00%
Сделка 703: Открыта 2022-10-11, Закрыта 2022-10-13, PnL=-753.62, Return=-3427.94%
Сделка 704: Открыта 2022-10-13, Закрыта 2022-10-17, PnL=-399.42, Return=-1830.98%
Сделка 705: Открыта 2022-10-18, Закрыта 2022-10-21, PnL=-167.21, Return=-780.14%
Сделка 706: Открыта 2022-10-21, Закрыта 2022-11-04, PnL=2086.27, Return=9532.30%
Сделка 707: Открыта 2022-11-04, Закрыта 2022-11-08, PnL=-192.53, Return=-809.00%
Сделка 708: Открыта 2022-11-08, Закрыта 2022-12-01, PnL=2235.56, Return=9472.40%
Сделка 709: Открыта 2022-11-08, Закрыта 2022-12-02, PnL=769.38, Return=2917.53%
Сделка 710: Открыта 2022-12-06, Закрыта 2022-12-22, PnL=-139.59, Return=-553.30%
Сделка 711: Открыта 2022-12-22, Закрыта 2023-01-04, PnL=-160.59, Return=-631.82%
Сделка 712: Открыта 2023-01-04, Закрыта 2023-01-06, PnL=-628.44, Return=-2588.81%
Сделка 713: Открыта 2023-01-06, Закрыта 2023-01-31, PnL=63.41, Return=266.94%
Сделка 714: Открыта 2023-01-31, Закрыта 2023-02-02, PnL=-219.70, Return=-892.07%
Сделка 715: Открыта 2023-02-02, Закрыта 2023-02-06, PnL=-240.25, Return=-1008.13%
Сделка 716: Открыта 2023-02-02, Закрыта 2023-02-27, PnL=331.63, Return=1401.78%
Сделка 717: Открыта 2023-02-27, Закрыта 2023-03-01, PnL=-123.90, Return=-552.20%
Сделка 718: Открыта 2023-03-01, Закрыта 2023-03-09, PnL=-123.08, Return=-554.12%
Сделка 719: Открыта 2023-03-10, Закрыта 2023-03-14, PnL=-60.45, Return=-289.13%
Сделка 720: Открыта 2023-03-14, Закрыта 2023-03-16, PnL=-41.73, Return=-200.97%
Сделка 721: Открыта 2023-03-21, Закрыта 2023-03-23, PnL=-1084.22, Return=-5297.73%
Сделка 722: Открыта 2023-03-23, Закрыта 2023-04-03, PnL=2092.62, Return=10620.26%
Сделка 723: Открыта 2023-04-03, Закрыта 2023-04-26, PnL=-194.47, Return=-902.00%
Сделка 724: Открыта 2023-04-03, Закрыта 2023-04-27, PnL=269.41, Return=1259.13%
Сделка 725: Открыта 2023-05-02, Закрыта 2023-05-04, PnL=-194.67, Return=-945.00%
Сделка 726: Открыта 2023-05-08, Закрыта 2023-05-16, PnL=-113.77, Return=-577.29%
Сделка 727: Открыта 2023-05-16, Закрыта 2023-05-18, PnL=-194.23, Return=-1022.00%
Сделка 728: Открыта 2023-05-24, Закрыта 2023-05-26, PnL=-239.50, Return=-1300.73%
Сделка 729: Открыта 2023-05-30, Закрыта 2023-06-22, PnL=498.61, Return=2759.86%
Сделка 730: Открыта 2023-06-22, Закрыта 2023-06-26, PnL=-315.81, Return=-1665.68%
Сделка 731: Открыта 2023-06-26, Закрыта 2023-06-28, PnL=-193.87, Return=-1027.00%
Сделка 732: Открыта 2023-06-28, Закрыта 2023-07-13, PnL=1723.18, Return=9423.97%
Сделка 733: Открыта 2023-06-28, Закрыта 2023-07-24, PnL=-346.41, Return=-1710.79%
Сделка 734: Открыта 2023-08-04, Закрыта 2023-08-08, PnL=-195.02, Return=-1081.00%
Сделка 735: Открыта 2023-08-15, Закрыта 2023-08-21, PnL=-194.77, Return=-1178.00%
Сделка 736: Открыта 2023-08-21, Закрыта 2023-08-24, PnL=-194.62, Return=-1182.99%
Сделка 737: Открыта 2023-08-24, Закрыта 2023-09-05, PnL=-194.34, Return=-1194.00%
Сделка 738: Открыта 2023-09-07, Закрыта 2023-09-19, PnL=-194.14, Return=-1244.00%
Сделка 739: Открыта 2023-10-03, Закрыта 2023-10-05, PnL=-753.20, Return=-6147.74%
Сделка 740: Открыта 2023-10-05, Закрыта 2023-10-10, PnL=2353.17, Return=21462.32%
Сделка 741: Открыта 2023-10-10, Закрыта 2023-10-12, PnL=-195.60, Return=-1638.00%
Сделка 742: Открыта 2023-10-12, Закрыта 2023-10-24, PnL=1952.69, Return=16290.00%
Сделка 743: Открыта 2023-10-24, Закрыта 2023-11-03, PnL=2497.54, Return=18961.00%
Сделка 744: Открыта 2023-11-08, Закрыта 2023-11-10, PnL=-541.94, Return=-3597.05%
Сделка 745: Открыта 2023-11-10, Закрыта 2023-11-15, PnL=1992.05, Return=13660.00%
Сделка 746: Открыта 2023-11-16, Закрыта 2023-11-20, PnL=-201.05, Return=-1280.00%
Сделка 747: Открыта 2023-11-21, Закрыта 2023-12-13, PnL=2008.95, Return=12920.00%
Сделка 748: Открыта 2023-12-20, Закрыта 2024-01-12, PnL=-209.84, Return=-1229.77%
Сделка 749: Открыта 2024-01-17, Закрыта 2024-01-19, PnL=-62.90, Return=-391.88%
Сделка 750: Открыта 2024-01-19, Закрыта 2024-01-23, PnL=-202.54, Return=-1291.00%
Сделка 751: Открыта 2024-01-23, Закрыта 2024-02-02, PnL=-202.36, Return=-1296.00%
Сделка 752: Открыта 2024-02-07, Закрыта 2024-02-09, PnL=-115.45, Return=-757.07%
Сделка 753: Открыта 2024-02-13, Закрыта 2024-02-26, PnL=-201.95, Return=-1345.00%
Сделка 754: Открыта 2024-02-26, Закрыта 2024-02-28, PnL=-687.86, Return=-4713.75%
Сделка 755: Открыта 2024-02-29, Закрыта 2024-03-05, PnL=4022.33, Return=28330.00%
Сделка 756: Открыта 2024-03-13, Закрыта 2024-03-15, PnL=-767.94, Return=-5228.94%
Сделка 757: Открыта 2024-03-15, Закрыта 2024-03-25, PnL=2056.05, Return=14606.31%
Сделка 758: Открыта 2024-04-12, Закрыта 2024-04-16, PnL=-2026.71, Return=-12974.92%
Сделка 759: Открыта 2024-04-16, Закрыта 2024-04-29, PnL=2042.48, Return=13680.00%
Сделка 760: Открыта 2024-04-29, Закрыта 2024-05-03, PnL=2454.31, Return=14928.02%
Сделка 761: Открыта 2024-05-03, Закрыта 2024-05-08, PnL=-208.59, Return=-1179.00%
Сделка 762: Открыта 2024-05-08, Закрыта 2024-05-16, PnL=2094.07, Return=11414.49%
Сделка 763: Открыта 2024-06-14, Закрыта 2024-06-18, PnL=-479.07, Return=-2635.86%
Сделка 764: Открыта 2024-06-20, Закрыта 2024-06-24, PnL=111.34, Return=636.17%
Сделка 765: Открыта 2024-06-28, Закрыта 2024-07-02, PnL=-210.12, Return=-1262.00%
Сделка 766: Открыта 2024-07-05, Закрыта 2024-07-16, PnL=-604.73, Return=-3621.93%
Сделка 767: Открыта 2024-07-17, Закрыта 2024-08-05, PnL=-209.19, Return=-1307.00%
Сделка 768: Открыта 2024-08-05, Закрыта 2024-08-23, PnL=2103.20, Return=13500.61%
Сделка 769: Открыта 2024-08-30, Закрыта 2024-09-04, PnL=-456.02, Return=-2782.00%
Сделка 770: Открыта 2024-09-04, Закрыта 2024-09-06, PnL=-210.57, Return=-1299.00%
Сделка 771: Открыта 2024-09-06, Закрыта 2024-09-11, PnL=2103.87, Return=13580.00%
Сделка 772: Открыта 2024-09-11, Закрыта 2024-09-18, PnL=2124.34, Return=12430.00%
Сделка 773: Открыта 2024-09-19, Закрыта 2024-10-07, PnL=-214.50, Return=-1186.00%
Сделка 774: Открыта 2024-10-09, Закрыта 2024-10-11, PnL=-545.15, Return=-3222.29%
Сделка 775: Открыта 2024-10-11, Закрыта 2024-10-21, PnL=-213.80, Return=-1289.98%
Сделка 776: Открыта 2024-11-01, Закрыта 2024-11-07, PnL=-754.81, Return=-5316.90%
Сделка 777: Открыта 2024-11-07, Закрыта 2024-11-11, PnL=-72.49, Return=-552.80%
Сделка 778: Открыта 2024-11-12, Закрыта 2024-11-20, PnL=-212.66, Return=-1635.00%
